cve_id,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity,cloud_component,vulnerability_category
CVE-2017-11317,telerik,User Interface (UI) for ASP.NET AJAX,Telerik UI for ASP.NET AJAX Unrestricted File Upload Vulnerability,11-04-2022,Telerik.Web.UI in Progress Telerik UI for ASP.NET AJAX allows remote attackers to perform arbitrary file uploads or execute arbitrary code.,Apply updates per vendor instructions.,02-05-2022,23-08-2017,9.8,CWE-326,NETWORK,LOW,CRITICAL,Management and Governance,Other
CVE-2022-24521,microsoft,Windows,Microsoft Windows CLFS Driver Privilege Escalation Vulnerability,13-04-2022,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,04-05-2022,15-04-2022,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2018-7602,drupal,Core,Drupal Core Remote Code Execution Vulnerability,13-04-2022,A remote code execution vulnerability exists within multiple subsystems of Drupal that can allow attackers to exploit multiple attack vectors on a Drupal site.,Apply updates per vendor instructions.,04-05-2022,19-07-2018,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2018-20753,kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA Remote Code Execution Vulnerability,13-04-2022,Kaseya VSA RMM allows unprivileged remote attackers to execute PowerShell payloads on all managed devices.,Apply updates per vendor instructions.,04-05-2022,05-02-2019,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2022-22954,vmware,Workspace ONE Access and Identity Manager,VMware Workspace ONE Access and Identity Manager Server-Side Template Injection Vulnerability,14-04-2022,VMware Workspace ONE Access and Identity Manager allow for remote code execution due to server-side template injection.,Apply updates per vendor instructions.,05-05-2022,11-04-2022,9.8,CWE-94,NETWORK,LOW,CRITICAL,IaaS,Application
CVE-2022-22960,vmware,Multiple Products,VMware Multiple Products Privilege Escalation Vulnerability,15-04-2022,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a privilege escalation vulnerability due to improper permissions in support scripts.",Apply updates per vendor instructions.,06-05-2022,13-04-2022,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Network
CVE-2019-3929,crestron,Multiple Products,Crestron Multiple Products Command Injection Vulnerability,15-04-2022,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",Apply updates per vendor instructions.,06-05-2022,30-04-2019,9.8,CWE-78,NETWORK,LOW,CRITICAL,IaaS,Network
CVE-2019-16057,d-link,DNS-320 Storage Device,D-Link DNS-320 Remote Code Execution Vulnerability,15-04-2022,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,06-05-2022,16-09-2019,9.8,CWE-78,NETWORK,LOW,CRITICAL,IaaS,Network
CVE-2018-7841,schneider electric,U.motion Builder,Schneider Electric U.motion Builder SQL Injection Vulnerability,15-04-2022,A SQL Injection vulnerability exists in U.motion Builder software which could cause unwanted code execution when an improper set of characters is entered.,The impacted product is end-of-life and should be disconnected if still in use.,06-05-2022,22-05-2019,9.8,CWE-89,NETWORK,LOW,CRITICAL,IaaS,Data
CVE-2016-4523,trihedral,VTScada (formerly VTS),Trihedral VTScada (formerly VTS) Denial-of-Service Vulnerability,15-04-2022,The WAP interface in Trihedral VTScada (formerly VTS) allows remote attackers to cause a denial-of-service.,Apply updates per vendor instructions.,06-05-2022,09-06-2016,7.5,CWE-119,NETWORK,LOW,HIGH,Management and Governance,Other
CVE-2010-5330,ubiquiti,AirOS,Ubiquiti AirOS Command Injection Vulnerability,15-04-2022,Certain Ubiquiti devices contain a command injection vulnerability via a GET request to stainfo.cgi.,Apply updates per vendor instructions.,06-05-2022,11-06-2019,9.8,CWE-77,NETWORK,LOW,CRITICAL,IaaS,Network
CVE-2018-6882,zimbra,Collaboration Suite (ZCS),Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,19-04-2022,Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,Apply updates per vendor instructions.,10-05-2022,27-03-2018,6.1,CWE-79,NETWORK,LOW,MEDIUM,Management and Governance,Application
CVE-2019-3568,meta platforms,WhatsApp,WhatsApp VOIP Stack Buffer Overflow Vulnerability,19-04-2022,A buffer overflow vulnerability in WhatsApp VOIP stack allowed remote code execution via specially crafted series of RTCP packets sent to a target phone number.,Apply updates per vendor instructions.,10-05-2022,14-05-2019,9.8,CWE-119,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2022-22718,microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,19-04-2022,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,Apply updates per vendor instructions.,10-05-2022,09-02-2022,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2022-29464,wso2,Multiple Products,WSO2 Multiple Products Unrestrictive Upload of File Vulnerability,25-04-2022,"Multiple WSO2 products allow for unrestricted file upload, resulting in remote code execution.",Apply updates per vendor instructions.,16-05-2022,18-04-2022,9.8,CWE-434,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2022-26904,microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,25-04-2022,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-2022,15-04-2022,7.0,CWE-362,LOCAL,HIGH,HIGH,Management and Governance,Access Control
CVE-2022-21919,microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,25-04-2022,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-2022,11-01-2022,7.0,CWE-269,LOCAL,HIGH,HIGH,Management and Governance,Access Control
CVE-2022-0847,linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,25-04-2022,"Linux kernel contains an improper initialization vulnerability where an unprivileged local user could escalate their privileges on the system. This vulnerability has the moniker of ""Dirty Pipe.""",Apply updates per vendor instructions.,16-05-2022,10-03-2022,7.8,CWE-665,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2021-41357,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,25-04-2022,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-2022,13-10-2021,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2021-40450,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,25-04-2022,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,16-05-2022,13-10-2021,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2019-1003029,jenkins,Script Security Plugin,Jenkins Script Security Plugin Sandbox Bypass Vulnerability,25-04-2022,"Jenkins Script Security Plugin contains a protection mechanism failure, allowing an attacker to bypass the sandbox.",Apply updates per vendor instructions.,16-05-2022,08-03-2019,9.9,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,Management and Governance,Code Execution
CVE-2021-1789,apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,04-05-2022,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,25-05-2022,02-04-2021,8.8,CWE-843,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2019-8506,apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,04-05-2022,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,25-05-2022,18-12-2019,8.8,CWE-843,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2014-0160,openssl,OpenSSL,OpenSSL Information Disclosure Vulnerability,04-05-2022,"The TLS and DTLS implementations in OpenSSL do not properly handle Heartbeat Extension packets, which allows remote attackers to obtain sensitive information.",Apply updates per vendor instructions.,25-05-2022,07-04-2014,7.5,CWE-119,NETWORK,LOW,HIGH,Management and Governance,Data
CVE-2022-1388,f5,BIG-IP,F5 BIG-IP Missing Authentication Vulnerability,10-05-2022,"F5 BIG-IP contains a missing authentication in critical function vulnerability which can allow for remote code execution, creation or deletion of files, or disabling services.",Apply updates per vendor instructions.,31-05-2022,05-05-2022,9.8,CWE-306,NETWORK,LOW,CRITICAL,Management and Governance,IAM
CVE-2022-30525,zyxel,Multiple Firewalls,Zyxel Multiple Firewalls OS Command Injection Vulnerability,16-05-2022,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,Apply updates per vendor instructions.,06-06-2022,12-05-2022,9.8,CWE-78,NETWORK,LOW,CRITICAL,IaaS,Network
CVE-2022-22947,vmware,Spring Cloud Gateway,VMware Spring Cloud Gateway Code Injection Vulnerability,16-05-2022,"Spring Cloud Gateway applications are vulnerable to a code injection attack when the Gateway Actuator endpoint is enabled, exposed and unsecured.",Apply updates per vendor instructions.,06-06-2022,03-03-2022,10.0,CWE-94,NETWORK,LOW,CRITICAL,IaaS,Application
CVE-2022-20821,cisco,IOS XR,Cisco IOS XR Open Port Vulnerability,23-05-2022,Cisco IOS XR software health check opens TCP port 6379 by default on activation. An attacker can connect to the Redis instance on the open port and allow access to the Redis instance that is running within the NOSi container.,Apply updates per vendor instructions.,13-06-2022,26-05-2022,6.5,CWE-200,NETWORK,LOW,MEDIUM,Management and Governance,Network
CVE-2021-1048,android,Kernel,Android Kernel Use-After-Free Vulnerability,23-05-2022,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,13-06-2022,15-12-2021,7.8,CWE-416,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2021-0920,android,Kernel,Android Kernel Race Condition Vulnerability,23-05-2022,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",Apply updates per vendor instructions.,13-06-2022,15-12-2021,6.4,"CWE-362,CWE-416",LOCAL,HIGH,MEDIUM,Management and Governance,Access Control
CVE-2021-30883,apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,23-05-2022,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",Apply updates per vendor instructions.,13-06-2022,24-08-2021,7.8,CWE-787,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2020-1027,microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,23-05-2022,An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory. An attacker who successfully exploited the vulnerability could execute code with elevated permissions.,Apply updates per vendor instructions.,13-06-2022,15-04-2020,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Configuration
CVE-2020-0638,microsoft,Update Notification Manager,Microsoft Update Notification Manager Privilege Escalation Vulnerability,23-05-2022,Microsoft Update Notification Manager contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,13-06-2022,14-01-2020,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2019-7286,apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,23-05-2022,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",Apply updates per vendor instructions.,13-06-2022,18-12-2019,7.8,CWE-787,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2019-7287,apple,iOS,Apple iOS Memory Corruption Vulnerability,23-05-2022,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,13-06-2022,18-12-2019,7.8,CWE-787,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2019-0676,microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,23-05-2022,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,Apply updates per vendor instructions.,13-06-2022,05-03-2019,6.5,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,Management and Governance,Data
CVE-2019-5786,google,Chrome,Google Chrome Use-After-Free Vulnerability,23-05-2022,Google Chrome contains a heap use-after-free vulnerability which allows an attacker to potentially perform out of bounds memory access.,Apply updates per vendor instructions.,13-06-2022,27-06-2019,6.5,CWE-416,NETWORK,LOW,MEDIUM,Management and Governance,Application
CVE-2019-0703,microsoft,Windows,Microsoft Windows SMB Information Disclosure Vulnerability,23-05-2022,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",Apply updates per vendor instructions.,13-06-2022,09-04-2019,6.5,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,Management and Governance,Data
CVE-2019-0880,microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,23-05-2022,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,Apply updates per vendor instructions.,13-06-2022,15-07-2019,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,Management and Governance,Access Control
